Country,Year,GDP Growth,Inflation,Top 10% Wealth Percentage
Ethiopia,1996,3.03,0.207,49.6
Ethiopia,1997,-3.57,-0.15,45.6
Ethiopia,1998,4.99,2.22,41.6
Ethiopia,1999,5.83,9.46,41.7
Ethiopia,2000,7.99,-5.76,41.8
Ethiopia,2001,1.17,-3.62,41.9
Ethiopia,2003,13.1,3.91,42.2
Ethiopia,2004,11.3,9.88,41.9
Ethiopia,2005,10.3,11.6,42.3
Ethiopia,2006,10.9,17.2,42.7
Ethiopia,2007,10.3,30.3,43.1
Ethiopia,2008,8.28,24.1,43.5
Ethiopia,2009,12,1.44,44
Ethiopia,2010,10.8,20.1,44.1
Ethiopia,2011,8.26,33.5,44.3
Ethiopia,2012,9.41,4.9,44.5
Finland,1990,-6.47,1.51,23.5
Finland,1991,-3.84,0.888,23.4
Finland,1992,-1.19,1.77,24.5
Finland,1993,4.01,1.85,27.3
Finland,1994,3.5,4.2,28.8
Finland,1995,3.83,-0.0783,28.8
Finland,1996,6.19,2.08,30.6
Finland,1997,5.64,3.1,31.4
Finland,1998,3.86,0.927,32.6
Finland,1999,5.08,1.64,32.9
Finland,2000,2.64,3.3,32.2
Finland,2001,1.6,0.944,31.7
Finland,2003,3.8,0.603,32.5
Finland,2004,3.12,0.929,30.9
Finland,2005,4.42,0.921,32.2
Finland,2006,5.36,2.75,32.1
Finland,2007,0.296,3.04,33.1
Finland,2008,-8.54,1.77,31.4
Finland,2009,3.31,0.323,31.8
Finland,2010,2.67,2.62,31.4
Finland,2011,-1.15,2.97,30.8
Finland,2012,-1.53,2.56,30.5
France,1990,1.13,2.55,29.7
France,1991,1.59,1.97,29.4
France,1992,-1.25,1.62,29.4
France,1993,1.95,0.925,29.7
France,1994,2.13,1.12,29.8
France,1995,0.998,1.36,30.7
France,1996,2.14,0.878,30.9
France,1997,3.41,0.95,31.5
France,1998,3.16,0.204,31.4
France,1999,3.94,1.55,31.7
France,2000,1.8,2.01,32
France,2001,0.853,2.07,31.8
France,2003,2.27,1.62,32.4
France,2004,1.13,1.94,32.3
France,2005,2.38,2.16,32.2
France,2006,2.24,2.56,33
France,2007,-0.06,2.37,33.4
France,2008,-3.12,0.0666,31.7
France,2009,1.73,1.07,32.1
France,2010,1.72,0.948,32.2
France,2011,0.0508,1.16,31.4
France,2012,0.339,0.778,30.9
Gabon,1990,7.79,-11.4,50.3
Gabon,1991,-4.55,0.214,50.3
Gabon,1992,-0.619,-0.509,50.3
Gabon,1993,7.73,46.6,50.3
Gabon,1994,2.82,1.34,50.3
Gabon,1995,11.4,13.6,50.3
Gabon,1996,-16.2,0.947,50.3
Gabon,1997,-13.3,-17.8,50.3
Gabon,1998,11,19.2,50.3
Gabon,1999,23.9,28.1,50.3
Gabon,2000,-5.5,-0.169,50.3
Gabon,2001,-1.16,0.856,50.3
Gabon,2003,13.8,7.77,50.3
Gabon,2004,36.7,20.1,50.3
Gabon,2005,1.13,9.87,49.6
Gabon,2006,1.56,4.23,49
Gabon,2007,20.1,20.5,48.4
Gabon,2008,-8.05,-18.1,47.8
Gabon,2009,25.1,16.6,47.2
Gabon,2010,-7.36,12.7,46.5
Gabon,2011,6.03,-2.94,45.9
Gabon,2012,6.39,-6.16,45.3
Gambia,1990,1.91,134,55.8
Gambia,1991,3.7,1.95,55.8
Gambia,1992,5.11,5.14,55.6
Gambia,1993,2.75,3.78,55.5
Gambia,1994,-4.35,3.96,55.3
Gambia,1995,5.25,8.37,55.2
Gambia,1996,4.09,-5.97,55
Gambia,1997,2.83,5.41,54.9
Gambia,1998,5.84,-2.44,54.8
Gambia,1999,5.16,2.22,54.7
Gambia,2000,5.5,1.81,54.6
Gambia,2001,-3.33,10.4,54.5
Gambia,2003,7.14,94.2,54.2
Gambia,2004,5.14,4.11,54
Gambia,2005,1.12,1.3,53.8
Gambia,2006,3.63,4.41,53.6
Gambia,2007,5.74,2.48,53.4
Gambia,2008,6.45,4.51,53.2
Gambia,2009,6.53,5.64,53
Gambia,2010,-4.29,4.57,51.4
Gambia,2011,5.25,3.85,49.9
Gambia,2012,6.3,5.93,48.3
Germany,1990,5.26,3.09,30.9
Germany,1991,2.25,5.31,30.5
Germany,1992,-0.666,3.88,29.9
Germany,1993,3.02,2.05,29.4
Germany,1994,2.13,1.98,29.3
Germany,1995,1.03,0.602,30.2
Germany,1996,1.81,0.273,30.9
Germany,1997,1.84,0.688,31.6
Germany,1998,1.94,0.343,31.6
Germany,1999,3.08,-0.489,31.8
Germany,2000,1.17,1.3,31.8
Germany,2001,-0.0272,1.38,32
Germany,2003,1.08,1.12,32.4
Germany,2004,0.798,0.405,34.4
Germany,2005,4.01,0.397,34.9
Germany,2006,3.49,1.77,36.6
Germany,2007,0.926,0.909,36.3
Germany,2008,-4.87,1.84,36.9
Germany,2009,4.04,0.645,36.4
Germany,2010,2.89,1.07,36.5
Germany,2011,0.44,1.5,36
Germany,2012,-0.0344,1.96,37.5
Ghana,1990,5.28,20,46.5
Ghana,1991,3.88,11.2,46.7
Ghana,1992,4.85,31.8,46.9
Ghana,1993,3.27,30.1,47.1
Ghana,1994,4.02,43,47.3
Ghana,1995,4.6,39.8,47.5
Ghana,1996,4.2,19.5,47.7
Ghana,1997,4.69,17,47.9
Ghana,1998,4.43,14,48.1
Ghana,1999,4.21,27.2,48.4
Ghana,2000,4.54,34.8,48.6
Ghana,2001,4.79,22.8,48.8
Ghana,2003,5.35,14.4,49.2
Ghana,2004,6.2,15,49.4
Ghana,2005,4.55,80.8,49.2
Ghana,2006,6.46,18.6,49
Ghana,2007,8.43,19.4,48.8
Ghana,2008,4.66,15.7,48.6
Ghana,2009,6.62,16.6,48.4
Ghana,2010,15.1,13.9,48.2
Ghana,2011,7.67,15.2,48
Ghana,2012,5.18,54,48.1
Greece,1990,2.9,19.8,34
Greece,1991,1.14,14.8,33.8
Greece,1992,-0.933,14.4,34.9
Greece,1993,2.76,11.2,36
Greece,1994,2.92,9.79,36.3
Greece,1995,3.09,7.64,37.1
Greece,1996,4.24,6.55,38.1
Greece,1997,3.89,5.1,37.9
Greece,1998,3.94,3.62,38.3
Greece,1999,4.87,1.59,39.5
Greece,2000,4.84,3.47,39.5
Greece,2001,4.24,3.35,38.1
Greece,2003,4.82,3.06,37.2
Greece,2004,4.13,2.24,37.3
Greece,2005,5.63,3.5,36
Greece,2006,3.64,3.42,35.4
Greece,2007,-1.49,4.34,33
Greece,2008,-3.14,2.57,32.4
Greece,2009,-4.94,-0.176,33.8
Greece,2010,-7.11,0.959,31.6
Greece,2011,-6.74,-0.276,31.8
Greece,2012,-3.1,-1.97,33.8
Guinea,1990,0.949,25.8,48
Guinea,1991,5.87,26.2,48.3
Guinea,1992,8.3,0.674,48.6
Guinea,1993,6.24,1.43,48.9
Guinea,1994,5.67,5.95,49.3
Guinea,1995,4.79,1.55,49.6
Guinea,1996,6.05,1.43,49.9
Guinea,1997,4.88,3.32,50.2
Guinea,1998,2.83,4.23,50.5
Guinea,1999,1.07,6.3,50.8
Guinea,2000,4.68,1.75,51.1
Guinea,2001,2.74,0.433,51.4
Guinea,2003,2,16.5,48.8
Guinea,2004,2.64,27.4,47.9
Guinea,2005,2.2,101,47
Guinea,2006,1.47,13.6,46
Guinea,2007,4.64,16.7,45.3
Guinea,2008,-0.655,1.77,44.5
Guinea,2009,1.7,16.1,43.6
Guinea,2010,3.81,9,42.9
Guinea,2011,3.85,11.5,42
Guinea,2012,2.65,4.33,42
Guinea-Bissau,1990,4.7,67.9,59.4
Guinea-Bissau,1991,0.166,65,55.7
Guinea-Bissau,1992,1,49.1,52
Guinea-Bissau,1993,2.3,23.2,51.1
Guinea-Bissau,1994,4.03,44.7,50.3
Guinea-Bissau,1995,4.52,39.2,49.4
Guinea-Bissau,1996,5.15,34.1,48.6
Guinea-Bissau,1997,-28.4,8.07,47.7
Guinea-Bissau,1998,7.7,12.3,46.9
Guinea-Bissau,1999,9.09,80.9,46
Guinea-Bissau,2000,-0.0863,6.77,45.1
Guinea-Bissau,2001,-5.25,1.8,44.3
Guinea-Bissau,2003,2.19,-1.39,48.1
Guinea-Bissau,2004,3.26,5.8,50.1
Guinea-Bissau,2005,2.14,-2.27,52
Guinea-Bissau,2006,3.2,4.38,53.9
Guinea-Bissau,2007,3.22,12.5,55.9
Guinea-Bissau,2008,3,-2.46,57.8
Guinea-Bissau,2009,3.47,2.97,59.7
Guinea-Bissau,2010,5.34,14,59.7
Guinea-Bissau,2011,-1.49,-0.851,59.7
Guinea-Bissau,2012,0.31,-0.932,59.7
India,1990,1.61,13.8,34.1
India,1991,5.36,8.97,35.1
India,1992,6.08,9.86,36.7
India,1993,7.38,9.98,38.2
India,1994,7.42,9.06,38.3
India,1995,7.87,7.58,37.9
India,1996,4.79,6.48,38.7
India,1997,6.48,8.01,39.2
India,1998,6.02,3.07,39.5
India,1999,4.28,3.64,39.9
India,2000,5.66,3.22,41
India,2001,3.41,3.72,42.1
India,2003,8.39,5.73,44.3
India,2004,7.97,5.62,45.5
India,2005,9.62,8.4,46.8
India,2006,9.22,6.94,48.1
India,2007,7.13,9.19,49.4
India,2008,5.07,7.04,50.8
India,2009,11.2,10.5,52.2
India,2010,7.75,8.73,54.1
India,2011,4.76,7.93,55
India,2012,4.37,6.19,55.2
Iran,1990,9.27,26,49.7
Iran,1991,5.9,29.9,49.7
Iran,1992,3.34,46.2,49.7
Iran,1993,3.77,33.6,49.7
Iran,1994,3.89,38.1,49.7
Iran,1995,6.38,30.2,49.7
Iran,1996,5.7,16.5,49.7
Iran,1997,2.59,9.28,49.7
Iran,1998,2.75,33.1,49.8
Iran,1999,5.85,25,49.8
Iran,2000,4.24,16.6,49.8
Iran,2001,5.37,29.2,49.9
Iran,2003,7.19,24.7,49.9
Iran,2004,5.09,20.2,49.9
Iran,2005,5.82,14.6,49.9
Iran,2006,6.47,22.9,50
Iran,2007,0.507,19.4,49.9
Iran,2008,3.7,4.6,49.9
Iran,2009,5.47,15.9,50
Iran,2010,3.05,23.7,48.9
Iran,2011,-5.81,24,48.3
Iran,2012,-1.89,35.6,47.7
Iraq,1990,-66.5,111,52.9
Iraq,1991,24.2,105,53
Iraq,1992,49.6,114,52.9
Iraq,1993,-7.88,396,52.9
Iraq,1994,-19.1,295,52.9
Iraq,1995,48.7,-12.5,52.9
Iraq,1996,23.3,91.5,52.9
Iraq,1997,35,-15.9,52.9
Iraq,1998,21.8,71.1,52.9
Iraq,1999,1.8,24.6,52.9
Iraq,2000,2.52,-19.1,52.9
Iraq,2001,-8.76,8.16,52.9
Iraq,2003,58.5,17.3,52.9
Iraq,2004,3.32,35.9,52.9
Iraq,2005,9.27,23,52.9
Iraq,2006,1.82,14.4,53
Iraq,2007,6.8,30.2,52.9
Iraq,2008,5.26,-19.5,52.8
Iraq,2009,6.34,16.6,52.8
Iraq,2010,7.62,24.7,52.9
Iraq,2011,10.3,2.67,52.9
Iraq,2012,4.21,-0.0116,52.8
Ireland,1990,1.46,1.8,29.9
Ireland,1991,2.9,2.81,30.9
Ireland,1992,2.58,5.18,30.5
Ireland,1993,5.86,1.69,31.4
Ireland,1994,9.82,3.03,31.3
Ireland,1995,8.41,2.28,30
Ireland,1996,11.7,3.9,31.3
Ireland,1997,7.62,6.54,33.5
Ireland,1998,10.4,4.35,33.1
Ireland,1999,9.7,6.91,34.6
Ireland,2000,6.6,6.88,33.6
Ireland,2001,7.29,5.22,33.9
Ireland,2003,5.09,0.505,34.9
Ireland,2004,6.69,3.08,36.1
Ireland,2005,4.63,3.46,36.6
Ireland,2006,3.57,1.22,35.4
Ireland,2007,-3.12,-0.404,32
Ireland,2008,-5.19,-4.67,32
Ireland,2009,0.0596,-2.96,31.8
Ireland,2010,2.25,1.35,32.2
Ireland,2011,1.11,2.3,30.4
Ireland,2012,-3.23,1.33,31.8
Italy,1990,0.942,7.58,26.8
Italy,1991,1.26,4.37,27.1
Italy,1992,-0.778,3.89,27.7
Italy,1993,3,3.54,28.1
Italy,1994,5.39,4.93,28.8
Italy,1995,0.865,4.51,29.3
Italy,1996,3.16,2.57,29.5
Italy,1997,2.91,2.4,30
Italy,1998,2.87,1.54,29.9
Italy,1999,4.15,1.79,30.6
Italy,2000,2.66,3.03,30.9
Italy,2001,1.21,3.27,30.4
Italy,2003,0.864,2.67,30.4
Italy,2004,0.203,2.01,30.3
Italy,2005,2.41,2.12,30.4
Italy,2006,1.74,2.48,30.6
Italy,2007,-1.31,2.4,30.3
Italy,2008,-5.61,1.68,30
Italy,2009,1.73,0.436,30.5
Italy,2010,0.292,1.61,30.8
Italy,2011,-2.13,1.55,30.7
Italy,2012,-2.13,1.15,30.5
Japan,1990,3.39,2.93,39.5
Japan,1991,1.05,1.67,35.4
Japan,1992,0.361,0.568,35.9
Japan,1993,1.18,0.266,36.3
Japan,1994,2.06,-0.533,37.3
Japan,1995,3.46,-0.496,38.1
Japan,1996,1.75,0.504,37.9
Japan,1997,-2.98,-0.0451,38.3
Japan,1998,-0.177,-1.31,39
Japan,1999,2.85,-1.38,40.1
Japan,2000,0.171,-1.1,41.4
Japan,2001,0.247,-1.46,42.3
Japan,2003,2.39,-1.1,44
Japan,2004,1.92,-1.04,44.2
Japan,2005,1.69,-0.883,44.4
Japan,2006,2.13,-0.729,44.6
Japan,2007,-1.08,-0.981,43.9
Japan,2008,-5.51,-0.611,42.8
Japan,2009,4.64,-1.9,43.3
Japan,2010,-0.481,-1.67,43.2
Japan,2011,1.62,-0.762,43.2
Japan,2012,1.68,-0.333,43.4
Jordan,1990,-3.14,5.44,51
Jordan,1991,16.1,6.75,51
Jordan,1992,8.45,2.96,50.5
Jordan,1993,7.49,6.89,50
Jordan,1994,7.42,1.86,49.5
Jordan,1995,1.17,2.06,49
Jordan,1996,1.49,1.24,48.5
Jordan,1997,1.06,6,48
Jordan,1998,1.53,-0.384,47.7
Jordan,1999,2.66,-0.408,47.3
Jordan,2000,3.89,0.779,46.9
Jordan,2001,4.58,0.923,46.4
Jordan,2003,8.04,3.09,46.6
Jordan,2004,6.97,2.01,46.7
Jordan,2005,8.67,10.7,46.9
Jordan,2006,9.17,5.05,47.1
Jordan,2007,8.26,23.6,47
Jordan,2008,6.3,3.16,48.9
Jordan,2009,2.77,8.08,50.8
Jordan,2010,2.6,5.91,49
Jordan,2011,2.36,4.61,47.3
Jordan,2012,2.74,6.14,47
Kazakhstan,1990,-11.7,96.4,41.5
Kazakhstan,1991,-5.99,1470,40.9
Kazakhstan,1992,-9.46,1240,40.6
Kazakhstan,1993,-12.1,1550,40
Kazakhstan,1994,-7.57,161,40
Kazakhstan,1995,0.306,38.9,39.9
Kazakhstan,1996,1.59,16.1,40.5
Kazakhstan,1997,-1.78,5.66,41.3
Kazakhstan,1998,2.56,13.3,41.5
Kazakhstan,1999,9.27,17.4,41.9
Kazakhstan,2000,12.9,10.2,42.3
Kazakhstan,2001,9.65,5.8,42.4
Kazakhstan,2003,9.73,16.1,39.3
Kazakhstan,2004,10.6,17.9,40.1
Kazakhstan,2005,10.7,21.6,40.3
Kazakhstan,2006,8.79,15.5,39.2
Kazakhstan,2007,3.23,20.9,38.7
Kazakhstan,2008,1.05,4.69,38.8
Kazakhstan,2009,6.75,19.5,38.5
Kazakhstan,2010,6.58,20.5,37.5
Kazakhstan,2011,4.64,4.79,37.6
Kazakhstan,2012,5.52,9.5,37.4
Kenya,1990,1.41,12.5,66
Kenya,1991,-0.793,18.9,66
Kenya,1992,0.36,25.7,58.4
Kenya,1993,2.63,17,50.8
Kenya,1994,4.41,11.2,51.8
Kenya,1995,4.14,42,52.9
Kenya,1996,0.27,11.4,54
Kenya,1997,3.36,6.93,54.1
Kenya,1998,2.1,4.19,54.2
Kenya,1999,0.498,6.08,54.3
Kenya,2000,4.47,1.57,54.4
Kenya,2001,0.572,0.933,54.4
Kenya,2003,5.1,7.13,54.6
Kenya,2004,5.91,4.9,54.7
Kenya,2005,6.33,23.5,54
Kenya,2006,6.99,8.13,53.4
Kenya,2007,1.53,15.2,52.7
Kenya,2008,2.73,11.6,52.1
Kenya,2009,5.76,2.09,51.4
Kenya,2010,4.38,10.8,50.8
Kenya,2011,4.56,9.38,50.1
Kenya,2012,5.59,5.17,49.5
Kyrgyz Republic,1990,-8.3,135,38.9
Kyrgyz Republic,1991,-14,830,39.9
Kyrgyz Republic,1992,-14.8,754,38.7
Kyrgyz Republic,1993,-19.4,181,38.7
Kyrgyz Republic,1994,-5.34,42,37.6
Kyrgyz Republic,1995,7.1,35.3,37.2
Kyrgyz Republic,1996,10.2,19.3,37.4
Kyrgyz Republic,1997,2.46,9.08,37.2
Kyrgyz Republic,1998,3.85,37.6,37.3
Kyrgyz Republic,1999,5.41,27.2,37.5
Kyrgyz Republic,2000,4.92,7.33,37.4
Kyrgyz Republic,2001,-0.874,2.03,37.4
Kyrgyz Republic,2003,5.9,5.11,41.7
Kyrgyz Republic,2004,-0.984,7.13,41.2
Kyrgyz Republic,2005,2.79,9.39,44.3
Kyrgyz Republic,2006,8.87,14.9,40
Kyrgyz Republic,2007,7.72,22.2,39.3
Kyrgyz Republic,2008,2.87,4.04,38.8
Kyrgyz Republic,2009,-0.366,10,38.7
Kyrgyz Republic,2010,6.1,22.5,37.2
Kyrgyz Republic,2011,-0.871,8.66,36.8
Kyrgyz Republic,2012,10.6,3.18,37.2
Lao,1990,3.05,13,44.4
Lao,1991,5.29,5.99,44.4
Lao,1992,10,11.2,44.9
Lao,1993,6,7.7,45.3
Lao,1994,5,19.7,45.6
Lao,1995,2.17,13.7,45.9
Lao,1996,4.88,19.4,46.1
Lao,1997,2.54,84.5,44.9
Lao,1998,7.15,128,44.5
Lao,1999,5.01,24.8,44.5
Lao,2000,4.88,8.87,44.5
Lao,2001,4.94,6.32,44.3
Lao,2003,5.41,10.7,45
Lao,2004,6.13,8.64,45.2
Lao,2005,8.64,10.8,45.4
Lao,2006,7.84,7.44,45.5
Lao,2007,7.79,8.86,45.6
Lao,2008,7.5,-2.93,45.5
Lao,2009,8.13,9.2,45.7
Lao,2010,8.04,10.5,45.6
Lao,2011,7.3,7.53,45.6
Lao,2012,7.6,6.47,45.6
Lebanon,1990,45.9,47.7,52.1
Lebanon,1991,-11.3,97.4,52.1
Lebanon,1992,6.84,24.7,52.1
Lebanon,1993,8.49,7.87,52.1
Lebanon,1994,7.93,10.7,52.1
Lebanon,1995,4.11,1.74,52.1
Lebanon,1996,11.6,11.5,52.1
Lebanon,1997,14.2,4.02,52.1
Lebanon,1998,7.55,0.813,52.1
Lebanon,1999,6.75,-2.09,52.1
Lebanon,2000,12.9,-1.53,52.1
Lebanon,2001,14.1,4.92,52.1
Lebanon,2003,18.3,-1.23,52.1
Lebanon,2004,11.9,-1.06,52.1
Lebanon,2005,2.38,0.881,51.6
Lebanon,2006,9.39,3.13,56.6
Lebanon,2007,8.04,7.53,57.1
Lebanon,2008,8.38,10.3,56.5
Lebanon,2009,6.4,0.579,57
Lebanon,2010,0.951,2.97,57.3
Lebanon,2011,1.3,7.56,57.6
Lebanon,2012,0.793,2.61,57.5
Lesotho,1990,2.52,17.8,60.9
Lesotho,1991,7.44,13.9,60.9
Lesotho,1992,3.43,11.3,60.9
Lesotho,1993,5.11,7.77,64.3
Lesotho,1994,2.02,12.8,63.1
Lesotho,1995,5.88,6,62
Lesotho,1996,3.6,9.02,60.8
Lesotho,1997,2.1,9.92,59.6
Lesotho,1998,2.98,8.13,58.5
Lesotho,1999,5.14,6.3,57.3
Lesotho,2000,4.23,11.5,56.2
Lesotho,2001,0.532,14.2,55
Lesotho,2003,2.29,9.6,55.7
Lesotho,2004,2.7,5.92,56
Lesotho,2005,4.31,9.31,56.3
Lesotho,2006,4.73,-6.69,56.6
Lesotho,2007,5.39,16.7,57
Lesotho,2008,2.86,2.35,57.3
Lesotho,2009,5.61,5.34,57.6
Lesotho,2010,4.2,9.43,56.4
Lesotho,2011,6.86,2.18,55.2
Lesotho,2012,6.63,10.3,54
Luxembourg,1990,9.01,1.82,36.2
Luxembourg,1991,1.53,3.73,36.1
Luxembourg,1992,4.04,5.97,36.4
Luxembourg,1993,4.07,3.54,36.4
Luxembourg,1994,1.17,2.33,36.5
Luxembourg,1995,3.21,4.49,37.2
Luxembourg,1996,8.93,-0.96,37.4
Luxembourg,1997,7.5,-2,38.1
Luxembourg,1998,7.74,5.8,37.9
Luxembourg,1999,8.92,2.16,36.9
Luxembourg,2000,0.936,0.457,37.6
Luxembourg,2001,1.54,1.68,36.1
Luxembourg,2003,4.07,2.95,38.3
Luxembourg,2004,5.51,4.2,39.7
Luxembourg,2005,5.23,7.04,35.2
Luxembourg,2006,7.14,1.49,39.3
Luxembourg,2007,-0.191,3.88,38
Luxembourg,2008,-3.71,1.4,33
Luxembourg,2009,3,3.62,36.3
Luxembourg,2010,0.99,4.77,35
Luxembourg,2011,-1.04,2.56,33.8
Luxembourg,2012,1.27,1.7,33.1
Madagascar,1990,-6.23,8.54,49.4
Madagascar,1991,1.29,14.6,48.9
Madagascar,1992,2.21,9.99,48.4
Madagascar,1993,0.118,39,47.9
Madagascar,1994,1.84,49,47.5
Madagascar,1995,2.24,19.8,47
Madagascar,1996,3.86,4.49,46.5
Madagascar,1997,4.05,6.21,45.5
Madagascar,1998,4.84,7.19,44.5
Madagascar,1999,4.9,11.6,48.9
Madagascar,2000,6.06,7.92,53.3
Madagascar,2001,-12.7,16.5,52.5
Madagascar,2003,5.28,14,50.8
Madagascar,2004,4.57,18.4,49.9
Madagascar,2005,5.28,10.8,50.3
Madagascar,2006,6.52,10.3,50.7
Madagascar,2007,7.42,7.49,51.1
Madagascar,2008,-3.85,6.93,51.5
Madagascar,2009,0.715,10.2,51.9
Madagascar,2010,2.13,10.4,51.1
Madagascar,2011,2.83,5.47,50.3
Madagascar,2012,2.71,5.45,50.3
Malawi,1990,7.8,10.7,79.9
Malawi,1991,-7.92,13.3,79.9
Malawi,1992,10.8,28.2,79.9
Malawi,1993,-11.6,26.2,79.9
Malawi,1994,9.02,77.2,79.9
Malawi,1995,9.67,52.3,79.9
Malawi,1996,3.79,20.8,79.9
Malawi,1997,2.36,19.5,75.7
Malawi,1998,1.24,39.7,71.5
Malawi,1999,1.58,30.5,67.4
Malawi,2000,-4.97,25.6,63.2
Malawi,2001,2.86,113,59
Malawi,2003,15.8,14.8,50.7
Malawi,2004,3.27,10.7,51.4
Malawi,2005,4.67,20,52.1
Malawi,2006,9.62,4.1,52.9
Malawi,2007,8.34,12,53.6
Malawi,2008,8.94,7.9,54.3
Malawi,2009,6.68,12.1,55
Malawi,2010,4.55,14.1,55.2
Malawi,2011,2.27,17.7,55.3
Malawi,2012,5.4,27.3,55.4
Mali,1990,-0.752,-5.82,58.1
Mali,1991,8.8,0.739,58.1
Mali,1992,-1.9,3.24,58.1
Mali,1993,3.17,39.6,58.1
Mali,1994,7.54,15.8,56.4
Mali,1995,4.75,-1.65,54.7
Mali,1996,7.17,5.58,53
Mali,1997,5.37,1.74,51.3
Mali,1998,7.22,16.3,49.6
Mali,1999,4.26,-0.62,47.9
Mali,2000,12.7,4.68,46.2
Mali,2001,4.91,3.51,46.2
Mali,2003,3,3.6,46.3
Mali,2004,6.69,7.5,46.3
Mali,2005,5.25,4.65,46.4
Mali,2006,4.3,4.56,44.4
Mali,2007,4.98,7.28,42.5
Mali,2008,4.46,4.64,40.6
Mali,2009,5.82,4.37,40.6
Mali,2010,2.66,12.2,40.6
Mali,2011,-0.0687,4.61,40.6
Mali,2012,1.62,0.653,40.6
Mauritania,1990,2.49,41.4,57.4
Mauritania,1991,0.679,5.74,59.7
Mauritania,1992,4.25,11.9,62
Mauritania,1993,4.07,11.1,53.2
Mauritania,1994,4.72,2.84,44.4
Mauritania,1995,6.38,1.86,44.6
Mauritania,1996,3.73,12.1,44.7
Mauritania,1997,3.72,18.5,44.8
Mauritania,1998,3.98,4.77,45
Mauritania,1999,4.97,6.35,45.1
Mauritania,2000,4.34,5.83,46.3
Mauritania,2001,4.07,6.71,47.5
Mauritania,2003,5.11,10.9,50
Mauritania,2004,5.03,14.6,47.7
Mauritania,2005,11.5,14.1,45.5
Mauritania,2006,1.01,8.9,43.2
Mauritania,2007,3.5,10.7,41
Mauritania,2008,-1.21,-0.359,40.8
Mauritania,2009,5.06,22.3,40.6
Mauritania,2010,3.84,17.5,40.4
Mauritania,2011,6.87,0.456,40.2
Mauritania,2012,6.5,4.49,40.1
Mauritius,1990,6.66,8.56,45.1
Mauritius,1991,5.22,5.36,45.1
Mauritius,1992,7.23,9.22,45.1
Mauritius,1993,4.95,6.56,45.1
Mauritius,1994,3.9,5.4,45.1
Mauritius,1995,5.42,7,45.1
Mauritius,1996,6.14,5.12,45.1
Mauritius,1997,6.1,6.96,45.1
Mauritius,1998,5.41,6.57,45.1
Mauritius,1999,2.72,3.41,45.1
Mauritius,2000,7.25,6.23,45.1
Mauritius,2001,3.58,6.22,45.1
Mauritius,2003,4.86,6.85,45.1
Mauritius,2004,3.16,3.95,45.1
Mauritius,2005,4.55,11,45.1
Mauritius,2006,5.6,8.31,45.7
Mauritius,2007,5.86,5.69,46.4
Mauritius,2008,2.91,-0.654,47
Mauritius,2009,4.26,1.13,47.7
Mauritius,2010,3.97,3.16,48.3
Mauritius,2011,3.31,2.47,49
Mauritius,2012,3.1,2.75,48.5
Mongolia,1990,-9.95,93.3,39.9
Mongolia,1991,-10.2,174,39.9
Mongolia,1992,-3.65,319,39.9
Mongolia,1993,1.83,64.3,39.9
Mongolia,1994,6.05,60.3,39.9
Mongolia,1995,2.34,10.8,39.5
Mongolia,1996,4.21,21.7,39.2
Mongolia,1997,3.88,-1.93,38.8
Mongolia,1998,3.57,10.9,40.8
Mongolia,1999,1.35,12,40.8
Mongolia,2000,3.16,10.4,40.8
Mongolia,2001,4.88,6.37,40.8
Mongolia,2003,10.9,16.7,42.3
Mongolia,2004,7.64,20.1,42.7
Mongolia,2005,8.81,22,42.8
Mongolia,2006,10.4,11.6,42.7
Mongolia,2007,8.84,21.4,41.8
Mongolia,2008,-1.5,1.83,40.9
Mongolia,2009,6.34,39.2,41.1
Mongolia,2010,18,15.1,42
Mongolia,2011,12,12.8,42
Mongolia,2012,11.1,2.91,41.5
Morocco,1990,6.46,5.4,48.6
Morocco,1991,-4.42,4.59,48.5
Morocco,1992,-1.46,3.03,48.3
Morocco,1993,9.87,0.655,48.2
Morocco,1994,-7.06,7.54,48
Morocco,1995,11.6,0.435,47.9
Morocco,1996,-2.83,0.713,47.7
Morocco,1997,7.29,0.391,47.5
Morocco,1998,-0.63,0.57,48.3
Morocco,1999,0.455,-0.742,49
Morocco,2000,5.71,0.652,49.3
Morocco,2001,2.6,1.21,49.5
Morocco,2003,4.59,1.22,50
Morocco,2004,1.82,1.19,50.3
Morocco,2005,7.67,1.55,50.5
Morocco,2006,2.61,3.6,51.1
Morocco,2007,5.49,4.53,50.7
Morocco,2008,4.67,0.147,50.3
Morocco,2009,3.57,0.976,49.9
Morocco,2010,4.93,-0.691,49.6
Morocco,2011,2.66,0.369,49.2
Morocco,2012,4.53,1.31,48.8
Myanmar,1990,-0.429,23.7,50.8
Myanmar,1991,3.92,21.7,50.8
Myanmar,1992,2.81,36.2,50.8
Myanmar,1993,3.1,22.1,50.8
Myanmar,1994,2.97,19.6,50.8
Myanmar,1995,2.89,23,50.8
Myanmar,1996,2.73,33.8,50.8
Myanmar,1997,2.7,35.8,50.8
Myanmar,1998,4.04,22.6,50.8
Myanmar,1999,4.65,2.46,50.9
Myanmar,2000,3.75,24.8,50.9
Myanmar,2001,3.76,41.5,50.9
Myanmar,2003,3.81,3.6,50.9
Myanmar,2004,0.0419,19.2,50.9
Myanmar,2005,11.5,21.3,50.9
Myanmar,2006,10.5,23.6,50.9
